_id,name,information,location,type,combined,description,Doc,Topic,Probability
626a7b2aa0a01aa356c140bf,footman�s livery worn,"Footman�s livery worn by the one who used to run alongside the carriage during official processions. The footman was responsible for preparing the carriage, guarding it and clearing the way with a bamboo stick in the morning and holding out a torch at night.",The Royal Carriages Museum,Artifact,"Footmans livery worn Footmans livery worn by the one who used to run alongside the carriage during official processions. The footman was responsible for preparing the carriage, guarding it and clearing the way with a bamboo stick in the morning and holding out a torch at night. The Royal Carriages Museum Artifact","Footmans livery worn Footmans livery worn by the one who used to run alongside the carriage during official processions. The footman was responsible for preparing the carriage, guarding it and clearing the way with a bamboo stick in the morning and holding out a torch at night. The Royal Carriages Museum Artifact",40,22,0.9431313
626a7b2aa0a01aa356c140ca,palette in the form of an antelope,"Stone palettes were used since Egypt�s Predynastic Period to grind and mix pigments used as cosmetics and body paint, or to paint ceramics. Over time, heavily decorated and purely ceremonial palettes began to be made as well, the most famous being the Narmer Palette. This palette here takes the shape of an antelope. One of its horns is broken off.",Cairo International Airport Museum - Terminal 3,Artifact,"Palette in the form of an Antelope Stone palettes were used since Egypts Predynastic Period to grind and mix pigments used as cosmetics and body paint, or to paint ceramics. Over time, heavily decorated and purely ceremonial palettes began to be made as well, the most famous being the Narmer Palette. This palette here takes the shape of an antelope. One of its horns is broken off. Cairo International Airport Museum - Terminal 3 Artifact","Palette in the form of an Antelope Stone palettes were used since Egypts Predynastic Period to grind and mix pigments used as cosmetics and body paint, or to paint ceramics. Over time, heavily decorated and purely ceremonial palettes began to be made as well, the most famous being the Narmer Palette. This palette here takes the shape of an antelope. One of its horns is broken off. Cairo International Airport Museum - Terminal 3 Artifact",41,14,0.9688154
626a7b2aa0a01aa356c1406b,surgical scalpel,"A surgical scalpel with a long handle tends in a sharp blade; the blade is less thick and less narrow than the handle. Excavations which took place in the city of Fustat � the first capital of Islamic Egypt established by Amr�ibn�al-'As in the year AH 21 / AD 641 � revealed a large cache of surgical instruments, considered to be the oldest extant of their kind. This collection demonstrates Islamic Egypt's remarkable progress in the fields of medicine and surgery.",Museum of Islamic Art,Artifact,"Surgical scalpel A surgical scalpel with a long handle tends in a sharp blade; the blade is less thick and less narrow than the handle. Excavations which took place in the city of Fustat  the first capital of Islamic Egypt established by Amribnal-'As in the year AH 21 / AD 641  revealed a large cache of surgical instruments, considered to be the oldest extant of their kind. This collection demonstrates Islamic Egypt's remarkable progress in the fields of medicine and surgery. Museum of Islamic Art Artifact","Surgical scalpel A surgical scalpel with a long handle tends in a sharp blade; the blade is less thick and less narrow than the handle. Excavations which took place in the city of Fustat  the first capital of Islamic Egypt established by Amribnal-'As in the year AH 21 / AD 641  revealed a large cache of surgical instruments, considered to be the oldest extant of their kind. This collection demonstrates Islamic Egypt's remarkable progress in the fields of medicine and surgery. Museum of Islamic Art Artifact",42,8,0.9697892
626a7b2aa0a01aa356c1407a,the celebration halls(bayt amna bint salim),"The celebration halls are among the most beautiful and important halls of the museum, as they contain wooden furniture, metal antiques, a wooden ceiling and wooden cabinets.",Gayer Anderson Museum,Artifact,"The celebration halls(Bayt Amna bint salim) The celebration halls are among the most beautiful and important halls of the museum, as they contain wooden furniture, metal antiques, a wooden ceiling and wooden cabinets. Gayer Anderson Museum Artifact","The celebration halls(Bayt Amna bint salim) The celebration halls are among the most beautiful and important halls of the museum, as they contain wooden furniture, metal antiques, a wooden ceiling and wooden cabinets. Gayer Anderson Museum Artifact",43,2,0.94911987
626a7b2aa0a01aa356c1409f,qibla finder of wood,Qibla finder of wood lacqatuered painted wood.,Museum of Islamic Art,Artifact,Qibla finder of wood Qibla finder of wood lacqatuered painted wood. Museum of Islamic Art Artifact,Qibla finder of wood Qibla finder of wood lacqatuered painted wood. Museum of Islamic Art Artifact,44,25,0.8388825
626a7b2aa0a01aa356c140a5,incense burner,"Incense burner made of a copper alloy inlaid with gold and silver.  Mamluk Period, 8th century AH / 14th century ADMedium: Copper, gold, silverProvenance: Egypt",Museum of Islamic Art,Artifact,"Incense Burner Incense burner made of a copper alloy inlaid with gold and silver.  Mamluk Period, 8th century AH / 14th century ADMedium: Copper, gold, silverProvenance: Egypt Museum of Islamic Art Artifact","Incense Burner Incense burner made of a copper alloy inlaid with gold and silver.  Mamluk Period, 8th century AH / 14th century ADMedium: Copper, gold, silverProvenance: Egypt Museum of Islamic Art Artifact",45,28,0.9256369
626a7b2aa0a01aa356c140b3,ivory comb,"In Egypt the use of combs can be traced back more than five thousand years when they included in burials of both men and women, a custom that continued well into the Byzantine times when some burials document the practice of placing a comb on the chest of the deceased. Wood was the most common material used for making combs, Ivory examples like this one was luxury items, some perhaps intended for liturgical use.",The Coptic Museum,Artifact,"Ivory comb In Egypt the use of combs can be traced back more than five thousand years when they included in burials of both men and women, a custom that continued well into the Byzantine times when some burials document the practice of placing a comb on the chest of the deceased. Wood was the most common material used for making combs, Ivory examples like this one was luxury items, some perhaps intended for liturgical use. The Coptic Museum Artifact","Ivory comb In Egypt the use of combs can be traced back more than five thousand years when they included in burials of both men and women, a custom that continued well into the Byzantine times when some burials document the practice of placing a comb on the chest of the deceased. Wood was the most common material used for making combs, Ivory examples like this one was luxury items, some perhaps intended for liturgical use. The Coptic Museum Artifact",46,17,0.97070456
626a7b2aa0a01aa356c140b6,ramesses ii and sekhmet,"This statue depicts King Ramesses II sitting beside Sekhmet, the fierce goddess whose very name means �the Powerful�. She was a daughter and protector of the sun god Ra. She is depicted in her most common form, as a woman with the head of a lioness with the sun disk and protective uraeus cobra on her head. She is holding the ankh hieroglyph, symbol of life, in her left hand. Interestingly, like her, Ramesses II�s head is surmounted by the sun disk and uraeus too, which is not a common for kings.",Kafr El-Sheikh Museum,Artifact,"Ramesses II and Sekhmet This statue depicts King Ramesses II sitting beside Sekhmet, the fierce goddess whose very name means the Powerful. She was a daughter and protector of the sun god Ra. She is depicted in her most common form, as a woman with the head of a lioness with the sun disk and protective uraeus cobra on her head. She is holding the ankh hieroglyph, symbol of life, in her left hand. Interestingly, like her, Ramesses IIs head is surmounted by the sun disk and uraeus too, which is not a common for kings. Kafr El-Sheikh Museum Artifact","Ramesses II and Sekhmet This statue depicts King Ramesses II sitting beside Sekhmet, the fierce goddess whose very name means the Powerful. She was a daughter and protector of the sun god Ra. She is depicted in her most common form, as a woman with the head of a lioness with the sun disk and protective uraeus cobra on her head. She is holding the ankh hieroglyph, symbol of life, in her left hand. Interestingly, like her, Ramesses IIs head is surmounted by the sun disk and uraeus too, which is not a common for kings. Kafr El-Sheikh Museum Artifact",47,2,0.72330016
626a7b2aa0a01aa356c140d8,indian hall(bayt al-kritliyya).,"Contains a table, some Indian style chairs and some decorative boxes.",Gayer Anderson Museum,Artifact,"Indian Hall(Bayt al-Kritliyya). Contains a table, some Indian style chairs and some decorative boxes. Gayer Anderson Museum Artifact","Indian Hall(Bayt al-Kritliyya). Contains a table, some Indian style chairs and some decorative boxes. Gayer Anderson Museum Artifact",48,11,0.8925869
626a7b2aa0a01aa356c140d9,khedivial cairo,"Paris of the EastAfter a long period of decline, Egypt, especially Cairo, witnessed a new era when Muhammad Ali Pasha, the founder of modern Egypt, started his rule in 1805. He shortly began extensive development projects throughout the country. Muhammad Ali�s efforts established the foundations for his grandson, Khedive Ismail (c. 1863-1879), to initiate his own urban development projects. His visit to the � Paris World Exhibition� in 1867 was one of city�s greatest milestones. Just as Georges-Eug�ne Haussmann was hired to develop Paris, Khedive Ismail charged Ali Pasha Mubarak with the task of executing a new urban plan for Cairo. Ali Pasha Mubarak himself had received an education in France, and was appointed Minister of Public Works, overseeing Cairo�s urban development. The inauguration of Suez Canal in 1869 was a pivotal stage in Cairo�s development. The old city was left intact, while a new westernized city was developed in parallel to the west, encircling the old one from the north. The �new� city was developed and equipped with spacious squares, bridges, gardens, and lavish palaces. One of its most famous buildings was the khedival Opera, which was a smaller model of Milan�s �Teatro alla Scala�. The city also contained the largest national library in the region. With the turn of the century, Cairo underwent such a transformation as to reflect diverse architectural traditions, bringing together the expertise of French, Italian, German, and Egyptian engineers.",Egypt�s Capitals Museum ( ECM ),Artifact,"Khedivial Cairo Paris of the EastAfter a long period of decline, Egypt, especially Cairo, witnessed a new era when Muhammad Ali Pasha, the founder of modern Egypt, started his rule in 1805. He shortly began extensive development projects throughout the country. Muhammad Alis efforts established the foundations for his grandson, Khedive Ismail (c. 1863-1879), to initiate his own urban development projects. His visit to the  Paris World Exhibition in 1867 was one of citys greatest milestones. Just as Georges-Eugne Haussmann was hired to develop Paris, Khedive Ismail charged Ali Pasha Mubarak with the task of executing a new urban plan for Cairo. Ali Pasha Mubarak himself had received an education in France, and was appointed Minister of Public Works, overseeing Cairos urban development. The inauguration of Suez Canal in 1869 was a pivotal stage in Cairos development. The old city was left intact, while a new westernized city was developed in parallel to the west, encircling the old one from the north. The new city was developed and equipped with spacious squares, bridges, gardens, and lavish palaces. One of its most famous buildings was the khedival Opera, which was a smaller model of Milans Teatro alla Scala. The city also contained the largest national library in the region. With the turn of the century, Cairo underwent such a transformation as to reflect diverse architectural traditions, bringing together the expertise of French, Italian, German, and Egyptian engineers. Egypts Capitals Museum ( ECM ) Artifact","Khedivial Cairo Paris of the EastAfter a long period of decline, Egypt, especially Cairo, witnessed a new era when Muhammad Ali Pasha, the founder of modern Egypt, started his rule in 1805. He shortly began extensive development projects throughout the country. Muhammad Alis efforts established the foundations for his grandson, Khedive Ismail (c. 1863-1879), to initiate his own urban development projects. His visit to the  Paris World Exhibition in 1867 was one of citys greatest milestones. Just as Georges-Eugne Haussmann was hired to develop Paris, Khedive Ismail charged Ali Pasha Mubarak with the task of executing a new urban plan for Cairo. Ali Pasha Mubarak himself had received an education in France, and was appointed Minister of Public Works, overseeing Cairos urban development. The inauguration of Suez Canal in 1869 was a pivotal stage in Cairos development. The old city was left intact, while a new westernized city was developed in parallel to the west, encircling the old one from the north. The new city was developed and equipped with spacious squares, bridges, gardens, and lavish palaces. One of its most famous buildings was the khedival Opera, which was a smaller model of Milans Teatro alla Scala. The city also contained the largest national library in the region. With the turn of the century, Cairo underwent such a transformation as to reflect diverse architectural traditions, bringing together the expertise of French, Italian, German, and Egyptian engineers. Egypts Capitals Museum ( ECM ) Artifact",49,8,0.9898236
626a7b2aa0a01aa356c14090,statue of an elephant,"A unique masterpiece and there is no other piece of it that was dedicated to King Farouk of the Shah of Iran (Mohammed Reza Pahlavi), the first husband of Princess Fawzia, sister of King Farouk.It is an ivory elephant statue with a gold saddle, topped by a gold hedge, both of which are inlaid with precious stones such as pearl and sapphire. Gold, in the middle of it is a light blue stone inlaid with pearls, and around the neck of the elephant is a chain of gold hanging a bell, and the tusks of the elephant are made of ivory, the tip of which is covered with a layer of gold..Date :Mohammed Ali dynasty",Royal Jewelry Museum,Artifact,"Statue of an elephant A unique masterpiece and there is no other piece of it that was dedicated to King Farouk of the Shah of Iran (Mohammed Reza Pahlavi), the first husband of Princess Fawzia, sister of King Farouk.It is an ivory elephant statue with a gold saddle, topped by a gold hedge, both of which are inlaid with precious stones such as pearl and sapphire. Gold, in the middle of it is a light blue stone inlaid with pearls, and around the neck of the elephant is a chain of gold hanging a bell, and the tusks of the elephant are made of ivory, the tip of which is covered with a layer of gold..Date :Mohammed Ali dynasty Royal Jewelry Museum Artifact","Statue of an elephant A unique masterpiece and there is no other piece of it that was dedicated to King Farouk of the Shah of Iran (Mohammed Reza Pahlavi), the first husband of Princess Fawzia, sister of King Farouk.It is an ivory elephant statue with a gold saddle, topped by a gold hedge, both of which are inlaid with precious stones such as pearl and sapphire. Gold, in the middle of it is a light blue stone inlaid with pearls, and around the neck of the elephant is a chain of gold hanging a bell, and the tusks of the elephant are made of ivory, the tip of which is covered with a layer of gold..Date :Mohammed Ali dynasty Royal Jewelry Museum Artifact",50,9,0.97642106
626a7b2aa0a01aa356c140a0,collection of watches,"A collection of pocket watches made of gold in different shapes, some with pictures of people, others with names and other decorations.",Royal Jewelry Museum,Artifact,"Collection of Watches A collection of pocket watches made of gold in different shapes, some with pictures of people, others with names and other decorations. Royal Jewelry Museum Artifact","Collection of Watches A collection of pocket watches made of gold in different shapes, some with pictures of people, others with names and other decorations. Royal Jewelry Museum Artifact",51,29,0.93957776
626a7b2aa0a01aa356c140a2,statue of nephthys,"Nephthys, whose name means �Mistress of the House�, played an important role in ancient Egyptian funerary beliefs. Her and her sister Isis� grief at the death of their brother Osiris made them the archetypal mourners for the dead. She is here depicted in the standard mourning position, kneeling; had her arm not been missing, it would have been turned upward, with the palm of her hand facing her forehead. When she and Isis discovered the body of their murdered brother, they stood on either side of him, and resurrected him. For these reasons, Isis and Nephthys are depicted at either end of a coffin or sarcophagus, often in the mourning position. This figure of Nephthys most likely comes from precisely this context.",Mummification Museum,Artifact,"Statue of Nephthys Nephthys, whose name means Mistress of the House, played an important role in ancient Egyptian funerary beliefs. Her and her sister Isis grief at the death of their brother Osiris made them the archetypal mourners for the dead. She is here depicted in the standard mourning position, kneeling; had her arm not been missing, it would have been turned upward, with the palm of her hand facing her forehead. When she and Isis discovered the body of their murdered brother, they stood on either side of him, and resurrected him. For these reasons, Isis and Nephthys are depicted at either end of a coffin or sarcophagus, often in the mourning position. This figure of Nephthys most likely comes from precisely this context. Mummification Museum Artifact","Statue of Nephthys Nephthys, whose name means Mistress of the House, played an important role in ancient Egyptian funerary beliefs. Her and her sister Isis grief at the death of their brother Osiris made them the archetypal mourners for the dead. She is here depicted in the standard mourning position, kneeling; had her arm not been missing, it would have been turned upward, with the palm of her hand facing her forehead. When she and Isis discovered the body of their murdered brother, they stood on either side of him, and resurrected him. For these reasons, Isis and Nephthys are depicted at either end of a coffin or sarcophagus, often in the mourning position. This figure of Nephthys most likely comes from precisely this context. Mummification Museum Artifact",52,14,0.9810447
626a7b2aa0a01aa356c140a8,djed column,"The djed column was a symbol of stability and continuity. It was a stylized depiction of a tree whose branches have been bundled up by means of ropes. It is a symbol that is very closely tied with Osiris, the god of the dead and vegetation. An ancient Egyptian ritual consisted of erecting a�djed column, which symbolized the resurrection of Osiris and by extension all plant life. Later in ancient Egyptian history, it came to be identified as the backbone of Osiris. Amulets were often shaped like the�djed column to protect its wearer in death and in life.",Mummification Museum,Artifact,"Djed Column The djed column was a symbol of stability and continuity. It was a stylized depiction of a tree whose branches have been bundled up by means of ropes. It is a symbol that is very closely tied with Osiris, the god of the dead and vegetation. An ancient Egyptian ritual consisted of erecting adjed column, which symbolized the resurrection of Osiris and by extension all plant life. Later in ancient Egyptian history, it came to be identified as the backbone of Osiris. Amulets were often shaped like thedjed column to protect its wearer in death and in life. Mummification Museum Artifact","Djed Column The djed column was a symbol of stability and continuity. It was a stylized depiction of a tree whose branches have been bundled up by means of ropes. It is a symbol that is very closely tied with Osiris, the god of the dead and vegetation. An ancient Egyptian ritual consisted of erecting adjed column, which symbolized the resurrection of Osiris and by extension all plant life. Later in ancient Egyptian history, it came to be identified as the backbone of Osiris. Amulets were often shaped like thedjed column to protect its wearer in death and in life. Mummification Museum Artifact",53,27,0.9745593
626a7b2aa0a01aa356c140b1,belt of prince ptah-shepses,"Belt of Prince Ptah-Shepses made of gold, red carnelian    Date: Old Kingdom, dynasty 6, ca. 2323-2150Medium :GoldProvenance : Saqqara",National Museum of Egyptian Civilization(NMEC),Artifact,"Belt of Prince Ptah-Shepses Belt of Prince Ptah-Shepses made of gold, red carnelian    Date: Old Kingdom, dynasty 6, ca. 2323-2150Medium :GoldProvenance : Saqqara National Museum of Egyptian Civilization(NMEC) Artifact","Belt of Prince Ptah-Shepses Belt of Prince Ptah-Shepses made of gold, red carnelian    Date: Old Kingdom, dynasty 6, ca. 2323-2150Medium :GoldProvenance : Saqqara National Museum of Egyptian Civilization(NMEC) Artifact",54,29,0.74539787
626a7b2aa0a01aa356c140b4,the journey of the holy family to egypt,"This unique roundel represents the Journey of the Holy Family to Egypt woven on a red background. In the center, in a square frame, the Virgin Mary -with the halo encircled her head- seats on the donkey carrying Christ-child. Behind her there is a building. Next to the Virgin there are two figures; one probably is St. Joseph and the other is Salome, the cousin and the mid-wives of the Virgin. The central scene is surrounded by eight figures; four standing andthe other four riding on animals at the corner.",Kafr El-Sheikh Museum,Artifact,"The Journey of the Holy Family to Egypt This unique roundel represents the Journey of the Holy Family to Egypt woven on a red background. In the center, in a square frame, the Virgin Mary -with the halo encircled her head- seats on the donkey carrying Christ-child. Behind her there is a building. Next to the Virgin there are two figures; one probably is St. Joseph and the other is Salome, the cousin and the mid-wives of the Virgin. The central scene is surrounded by eight figures; four standing andthe other four riding on animals at the corner. Kafr El-Sheikh Museum Artifact","The Journey of the Holy Family to Egypt This unique roundel represents the Journey of the Holy Family to Egypt woven on a red background. In the center, in a square frame, the Virgin Mary -with the halo encircled her head- seats on the donkey carrying Christ-child. Behind her there is a building. Next to the Virgin there are two figures; one probably is St. Joseph and the other is Salome, the cousin and the mid-wives of the Virgin. The central scene is surrounded by eight figures; four standing andthe other four riding on animals at the corner. Kafr El-Sheikh Museum Artifact",55,4,0.9628179
626a7b2aa0a01aa356c140cb,stela of iretweru with osiris in a naos,"This round-topped stela was made to look like a naos containing the image of the god Osiris. Each of the jambs of the naos is inscribed with the offering formula in the name of the god Osiris.� The area contained within the semi-circular top of the stela is decorated with a scene that is deeply symbolic of sunrise. The scarab was a symbol of the sun god at dawn, who was called Khepri. On either side of the rising sun disk is a baboon. The chattering of baboons at sunrise was interpreted by the ancient Egyptians as them rejoicing at the sun god�s glorious rebirth. The overall composition is furthermore is laid out to give the shape of the hieroglyph used in the writing of the word �horizon�.",Cairo International Airport Museum - Terminal 3,Artifact,"Stela of Iretweru with Osiris in a naos This round-topped stela was made to look like a naos containing the image of the god Osiris. Each of the jambs of the naos is inscribed with the offering formula in the name of the god Osiris. The area contained within the semi-circular top of the stela is decorated with a scene that is deeply symbolic of sunrise. The scarab was a symbol of the sun god at dawn, who was called Khepri. On either side of the rising sun disk is a baboon. The chattering of baboons at sunrise was interpreted by the ancient Egyptians as them rejoicing at the sun gods glorious rebirth. The overall composition is furthermore is laid out to give the shape of the hieroglyph used in the writing of the word horizon. Cairo International Airport Museum - Terminal 3 Artifact","Stela of Iretweru with Osiris in a naos This round-topped stela was made to look like a naos containing the image of the god Osiris. Each of the jambs of the naos is inscribed with the offering formula in the name of the god Osiris. The area contained within the semi-circular top of the stela is decorated with a scene that is deeply symbolic of sunrise. The scarab was a symbol of the sun god at dawn, who was called Khepri. On either side of the rising sun disk is a baboon. The chattering of baboons at sunrise was interpreted by the ancient Egyptians as them rejoicing at the sun gods glorious rebirth. The overall composition is furthermore is laid out to give the shape of the hieroglyph used in the writing of the word horizon. Cairo International Airport Museum - Terminal 3 Artifact",56,11,0.97698295
626a7b2aa0a01aa356c140d0,canopic jars of a man called ipi,"Canopic jars were used by the Ancient Egyptians during the mummification process to store and preserve the viscera of the deceased for the afterlife. The Canopic jars were four in number, each for the safekeeping of particular human organs: the stomach, intestines, lungs, and liver, all of which, it was believed, would be needed in the afterlife. In the begging, the lids of these jars were flat then they were human-headed to resemble the deceased. Since the 18th dynasty these lids took the form of four deities known as �Four Sons of Horus� and the viscera were placed under their protection. The ape-headed �Hapi� protects the lungs, the human-headed �Imsety� preserves the liver, the jackal-headed �Duamutef� guards the stomach and the falcon-headed �Qebehsenuef� guards the intestines.",Cairo International Airport Museum - Terminal 3,Artifact,"Canopic jars of a man called Ipi Canopic jars were used by the Ancient Egyptians during the mummification process to store and preserve the viscera of the deceased for the afterlife. The Canopic jars were four in number, each for the safekeeping of particular human organs: the stomach, intestines, lungs, and liver, all of which, it was believed, would be needed in the afterlife. In the begging, the lids of these jars were flat then they were human-headed to resemble the deceased. Since the 18th dynasty these lids took the form of four deities known as Four Sons of Horus and the viscera were placed under their protection. The ape-headed Hapi protects the lungs, the human-headed Imsety preserves the liver, the jackal-headed Duamutef guards the stomach and the falcon-headed Qebehsenuef guards the intestines. Cairo International Airport Museum - Terminal 3 Artifact","Canopic jars of a man called Ipi Canopic jars were used by the Ancient Egyptians during the mummification process to store and preserve the viscera of the deceased for the afterlife. The Canopic jars were four in number, each for the safekeeping of particular human organs: the stomach, intestines, lungs, and liver, all of which, it was believed, would be needed in the afterlife. In the begging, the lids of these jars were flat then they were human-headed to resemble the deceased. Since the 18th dynasty these lids took the form of four deities known as Four Sons of Horus and the viscera were placed under their protection. The ape-headed Hapi protects the lungs, the human-headed Imsety preserves the liver, the jackal-headed Duamutef guards the stomach and the falcon-headed Qebehsenuef guards the intestines. Cairo International Airport Museum - Terminal 3 Artifact",57,4,0.98140943
626a7b2aa0a01aa356c1406f,the book of esther,� � �,Cairo International Airport Museum - Terminal 2,Artifact,The Book of Esther    Cairo International Airport Museum - Terminal 2 Artifact,The Book of Esther    Cairo International Airport Museum - Terminal 2 Artifact,58,0,0.033333335
626a7b2aa0a01aa356c14080,statue of the dwarf seneb and his family,"This group statue of the dwarf Seneb and his family was found in a naos in his mastaba tomb in Giza. Seneb is represented seated, with his legs crossed, beside his wife who embraces him affectionately. His wife is of normal height. For the sake of the symmetry of the composition, the sculptor carves the couple�s two children where Seneb�s legs would have been, had he been of the same height as his wife. The children are represented naked, with their index finger in their mouth�the standard manner in which children were typically depicted in art. The boy is seen on the viewer�s left, wearing a sidelock of youth and depicted in skin that is darker than his sister�s, who stands on his left. The sidelock of youth was typically worn by male children, and was cut off at puberty.",The Egyptian Museum,Artifact,"Statue of the Dwarf Seneb and his Family This group statue of the dwarf Seneb and his family was found in a naos in his mastaba tomb in Giza. Seneb is represented seated, with his legs crossed, beside his wife who embraces him affectionately. His wife is of normal height. For the sake of the symmetry of the composition, the sculptor carves the couples two children where Senebs legs would have been, had he been of the same height as his wife. The children are represented naked, with their index finger in their mouththe standard manner in which children were typically depicted in art. The boy is seen on the viewers left, wearing a sidelock of youth and depicted in skin that is darker than his sisters, who stands on his left. The sidelock of youth was typically worn by male children, and was cut off at puberty. The Egyptian Museum Artifact","Statue of the Dwarf Seneb and his Family This group statue of the dwarf Seneb and his family was found in a naos in his mastaba tomb in Giza. Seneb is represented seated, with his legs crossed, beside his wife who embraces him affectionately. His wife is of normal height. For the sake of the symmetry of the composition, the sculptor carves the couples two children where Senebs legs would have been, had he been of the same height as his wife. The children are represented naked, with their index finger in their mouththe standard manner in which children were typically depicted in art. The boy is seen on the viewers left, wearing a sidelock of youth and depicted in skin that is darker than his sisters, who stands on his left. The sidelock of youth was typically worn by male children, and was cut off at puberty. The Egyptian Museum Artifact",59,13,0.97898394
626a7b2aa0a01aa356c1408f,statue of ka-aper,"The number of wooden statues that survived from ancient Egypt is very small, compared to their stone counterparts. The reasons behind this are that the quality of local wood was poor. High-quality wood, such as cedar, had to be imported from places like Lebanon. Another reason is that wood does not survive the as well as stone. Many wooden statues probably disintegrated through time.",The Egyptian Museum,Artifact,"Statue of Ka-aper The number of wooden statues that survived from ancient Egypt is very small, compared to their stone counterparts. The reasons behind this are that the quality of local wood was poor. High-quality wood, such as cedar, had to be imported from places like Lebanon. Another reason is that wood does not survive the as well as stone. Many wooden statues probably disintegrated through time. The Egyptian Museum Artifact","Statue of Ka-aper The number of wooden statues that survived from ancient Egypt is very small, compared to their stone counterparts. The reasons behind this are that the quality of local wood was poor. High-quality wood, such as cedar, had to be imported from places like Lebanon. Another reason is that wood does not survive the as well as stone. Many wooden statues probably disintegrated through time. The Egyptian Museum Artifact",60,29,0.33268234
626a7b2aa0a01aa356c14096,menkaura triads,"Group statue of king Menkaura. This sculpted group statue, shows King �Menkaure� between two ladies. The goddess �Hathor� is on his right and goddess (Bat), is on his left. He wears the crown of Upper Egypt (The white crown). Goddess �Hathor� wears her usual crown, composed of the sun disk between the two cow's horns, while the other lady is wearing the symbol of her nome.Provenance: Giza, Valley Temple of Menkaure.Date: Old Kingdom, Dynasty 4, Reign of Menkaure (ca. 2494-2472 BC).Medium: Grey-green Schist.",The Egyptian Museum,Artifact,"Menkaura triads Group statue of king Menkaura. This sculpted group statue, shows King Menkaure between two ladies. The goddess Hathor is on his right and goddess (Bat), is on his left. He wears the crown of Upper Egypt (The white crown). Goddess Hathor wears her usual crown, composed of the sun disk between the two cow's horns, while the other lady is wearing the symbol of her nome.Provenance: Giza, Valley Temple of Menkaure.Date: Old Kingdom, Dynasty 4, Reign of Menkaure (ca. 2494-2472 BC).Medium: Grey-green Schist. The Egyptian Museum Artifact","Menkaura triads Group statue of king Menkaura. This sculpted group statue, shows King Menkaure between two ladies. The goddess Hathor is on his right and goddess (Bat), is on his left. He wears the crown of Upper Egypt (The white crown). Goddess Hathor wears her usual crown, composed of the sun disk between the two cow's horns, while the other lady is wearing the symbol of her nome.Provenance: Giza, Valley Temple of Menkaure.Date: Old Kingdom, Dynasty 4, Reign of Menkaure (ca. 2494-2472 BC).Medium: Grey-green Schist. The Egyptian Museum Artifact",61,21,0.68930596
626a7b2aa0a01aa356c140d1,the library(bayt amna bint salim).,"The library contains books, a number of painted panels, a showcase with a number of antiques, a table and chairs.",Gayer Anderson Museum,Artifact,"The Library(Bayt Amna bint salim). The library contains books, a number of painted panels, a showcase with a number of antiques, a table and chairs. Gayer Anderson Museum Artifact","The Library(Bayt Amna bint salim). The library contains books, a number of painted panels, a showcase with a number of antiques, a table and chairs. Gayer Anderson Museum Artifact",62,18,0.92563564
626a7b2aa0a01aa356c1406c,private alay,"This special Alay carriage (alayis, a Turkish word means ""regiment"" or ""battalion"") is a type of carriage named ""Berline"" after the city from which this carriage had been originated. It was a gift from French Emperor Napoleon III and his wife Empress Eugenie to Khedive Ismail on the occasion of the Suez Canal inauguration in 1869.",The Royal Carriages Museum,Artifact,"Private Alay This special Alay carriage (alayis, a Turkish word means ""regiment"" or ""battalion"") is a type of carriage named ""Berline"" after the city from which this carriage had been originated. It was a gift from French Emperor Napoleon III and his wife Empress Eugenie to Khedive Ismail on the occasion of the Suez Canal inauguration in 1869. The Royal Carriages Museum Artifact","Private Alay This special Alay carriage (alayis, a Turkish word means ""regiment"" or ""battalion"") is a type of carriage named ""Berline"" after the city from which this carriage had been originated. It was a gift from French Emperor Napoleon III and his wife Empress Eugenie to Khedive Ismail on the occasion of the Suez Canal inauguration in 1869. The Royal Carriages Museum Artifact",63,26,0.9560568
626a7b2aa0a01aa356c14094,khafre statue,"This statue depicts King Khafre (Khefren to the Greeks), the builder of the second largest pyramid at Giza. It was found in the valley temple of his pyramid complex. The king is majestically seated on a throne with all the confidence of a man who built a mountain. The two sides of his throne are decorated with the sema-tawy, symbol of the unity of Upper and Lower Egypt, signifying his rule over the two halves of the country. Perched on the back of the throne, behind the king's head, the god Horus in the form of a falcon spreads his wings around the king's head in a gesture of protection.",The Egyptian Museum,Artifact,"Khafre Statue This statue depicts King Khafre (Khefren to the Greeks), the builder of the second largest pyramid at Giza. It was found in the valley temple of his pyramid complex. The king is majestically seated on a throne with all the confidence of a man who built a mountain. The two sides of his throne are decorated with the sema-tawy, symbol of the unity of Upper and Lower Egypt, signifying his rule over the two halves of the country. Perched on the back of the throne, behind the king's head, the god Horus in the form of a falcon spreads his wings around the king's head in a gesture of protection. The Egyptian Museum Artifact","Khafre Statue This statue depicts King Khafre (Khefren to the Greeks), the builder of the second largest pyramid at Giza. It was found in the valley temple of his pyramid complex. The king is majestically seated on a throne with all the confidence of a man who built a mountain. The two sides of his throne are decorated with the sema-tawy, symbol of the unity of Upper and Lower Egypt, signifying his rule over the two halves of the country. Perched on the back of the throne, behind the king's head, the god Horus in the form of a falcon spreads his wings around the king's head in a gesture of protection. The Egyptian Museum Artifact",64,11,0.9752125
626a7b2aa0a01aa356c14070,pocket watch,� � ��,Cairo International Airport Museum - Terminal 2,Artifact,Pocket watch    Cairo International Airport Museum - Terminal 2 Artifact,Pocket watch    Cairo International Airport Museum - Terminal 2 Artifact,65,0,0.033333335
